DATETIME,IN_X,IN_Y,IN_Z,OUT_X,OUT_Y,OUT_Z
1979-02-07 20:09:23,2968.7751836009834,0.0,7097.085522186903,6051.0,0.0,3.7051688908203173e-13
1979-02-08 20:09:05,3556.8753812730474,0.0,6261.232987367082,6215.684611467387,0.0,-5215.57866499658
1979-02-09 20:08:46,4351.477015737861,0.0,5112.968196801651,6096.058974309482,0.0,-5825.520490200067
1979-02-10 20:08:26,3264.9883012850487,0.0,6694.218056836196,6394.30696396381,0.0,-4168.3962684231365
1979-02-11 20:08:05,6051.0,0.0,3.7051688908203173e-13,6449.7118120808855,0.0,-3708.7487837684967
1979-02-12 20:07:44,6051.0,0.0,3.7051688908203173e-13,6149.030417619716,0.0,-5674.161957786145
1979-02-13 20:07:23,6051.0,0.0,3.7051688908203173e-13,6402.083762274517,0.0,-4189.406222941501
1979-02-14 20:06:48,3426.672936774217,0.0,6444.634480277308,6485.888211266424,0.0,-3065.865311939718
1979-02-15 20:05:23,4011.496018051172,0.0,5623.910000805453,6051.0,0.0,3.7051688908203173e-13
1979-02-16 20:03:55,3347.7259450794177,0.0,6570.282109365025,6051.0,0.0,3.7051688908203173e-13
1979-02-19 19:59:27,4162.7106515616315,0.0,5424.950140911466,6532.251352932657,0.0,-2274.7705954907797
1979-02-20 19:57:57,3515.3960557968867,0.0,6368.12896939813,6051.0,0.0,3.7051688908203173e-13
1979-02-21 19:56:14,3652.934577657539,0.0,6152.243003275629,6444.634480277307,0.0,-3426.6729367742178
1979-02-22 19:53:44,3803.291856162691,0.0,5924.235904894956,6513.663694554754,0.0,-2103.8560488396797
1979-02-23 19:51:13,4006.8878690943097,0.0,5638.238963054409,5854.6923562604525,0.0,-6758.841721297033
1979-02-24 19:48:39,6051.0,0.0,3.7051688908203173e-13,5569.752578464946,0.0,-7779.74808169796
1979-02-25 19:46:03,3258.541341223059,0.0,6710.701031005645,6188.06115477928,0.0,-5303.809870716685
1979-02-26 19:43:27,2997.81091188015,0.0,7096.812364478315,5923.183131399518,0.0,-6509.493266906742
1979-02-27 19:40:42,5572.75626969581,0.0,2778.473782234779,6174.224128402788,0.0,889.7192884549819
1979-02-28 19:37:25,4218.214575870005,0.0,5322.0622686997785,5961.760955594865,0.0,-6260.465742126908
1979-03-01 19:34:05,4546.458058992867,0.0,4807.744597814948,6402.401487301393,0.0,-3877.4321651578784
1979-03-02 19:30:40,3465.8736114950952,0.0,6409.999150479034,6462.8566970489865,0.0,-3278.7943383824895
1979-03-03 19:27:13,4971.761170609976,0.0,-9632.610801979645,8946.153384439069,0.0,-20673.34069815736
1979-03-04 19:23:43,3119.690352585329,0.0,6909.348240173311,6208.285009673396,0.0,-5154.2175195333575
1979-03-05 19:20:13,2789.0487469040704,0.0,7420.1439398028415,6051.0,0.0,3.7051688908203173e-13
1979-03-06 19:16:41,5079.487083703463,0.0,3883.561119190695,6437.3601737633235,0.0,-597.1758478420204
1979-03-07 19:13:08,3371.09721205787,0.0,6559.445753023319,6450.815113427319,0.0,-3429.959237713719
1979-03-08 19:09:34,3569.223927937653,0.0,6282.970360604712,6468.902222881872,0.0,-3253.518868977706
1979-03-09 19:05:59,4628.592925344111,0.0,4693.675695172649,6392.586548827139,0.0,-3994.5314137898977
1979-03-10 19:02:23,3979.84669568701,0.0,5704.976448577959,6509.201305602244,0.0,-2564.042582163183
1979-03-11 18:58:47,3587.158050696894,0.0,6263.531042416926,6405.611238146886,0.0,-3848.8795338028353
1979-03-12 18:55:09,3528.8495203528473,0.0,6340.0912503453355,6497.011752596279,0.0,-2838.474640828384
1979-03-13 18:51:31,4030.619445369072,0.0,5629.90966948962,6451.141269115744,0.0,-3459.071598841475
1979-03-14 18:56:09,2852.9751641347716,0.0,7317.502901456902,6141.845687479629,0.0,-5472.184897386772
1979-03-15 19:00:46,4066.633258452767,0.0,5576.746178664206,6390.890452634827,0.0,-3993.471575261431
1979-03-16 19:05:23,4469.792450477173,0.0,4964.207434188994,6453.528867028913,0.0,-723.8792457478781
1979-03-17 19:09:58,4237.457131592277,0.0,5327.213723694382,6389.493265875242,0.0,-3961.653670544022
1979-03-18 19:14:33,3543.6183331133952,0.0,6314.653601680985,6514.957627578744,0.0,-2154.6162328483315
1979-03-19 19:19:07,3031.06518614,0.0,7038.0546202320775,6418.968954110164,0.0,-3735.929143622756
1979-03-20 19:23:41,3361.4658704761114,0.0,6568.880285225502,6476.752041551767,0.0,-3047.7281690227906
1979-03-21 19:28:13,3428.0538192729605,0.0,6474.4670060297685,6051.0,0.0,3.7051688908203173e-13
1979-03-22 19:32:45,4389.679617605528,0.0,5085.4927838685,6023.740349083831,0.0,-5940.2148283390725
1979-03-23 19:37:16,4575.023326150957,0.0,4787.48844021316,6479.480322120579,0.0,-2980.227970349281
1979-03-24 19:41:45,3247.6944635163077,0.0,6718.178672203168,6377.7578931034495,0.0,-4016.2884927450928
1979-03-25 19:46:14,2769.4399709998684,0.0,7407.203672576328,6287.046529820672,0.0,-4618.294807812712
1979-03-26 19:50:41,2850.417439245485,0.0,7273.408033518071,6397.731937075493,0.0,-3828.9635753457173
1979-03-27 19:55:08,3853.5911595288862,0.0,5866.531869443889,6413.30214862559,0.0,-3687.812298698836
1979-03-28 19:59:34,3699.495595693986,0.0,6084.601329375721,6454.899435743399,0.0,-3232.3728551080776
1979-03-29 20:03:58,3884.465836563443,0.0,5824.510809035509,6051.0,0.0,3.7051688908203173e-13
1979-03-30 20:08:21,2539.15845937197,0.0,7768.565074593877,6497.364570670904,0.0,-2520.1616289021013
1979-03-31 20:12:44,4844.188526667619,0.0,4316.014540997493,6495.701967464303,0.0,-1451.961414735386
1979-04-01 20:17:04,3720.2999323875615,0.0,6047.261232415639,6481.975498250753,0.0,-2845.3883109475414
1979-04-02 20:21:24,2827.5425134718803,0.0,7289.83980170409,6485.145255182677,0.0,-2739.432608987053
1979-04-03 20:25:41,2722.8157602018355,0.0,7440.443759346381,6492.901387378229,0.0,-2596.975274002792
1979-04-04 20:29:57,2652.0474871309016,0.0,7573.058835503833,6456.126179561328,0.0,-3134.9264351150005
1979-04-05 20:34:11,3434.618637851938,0.0,6432.469107000833,6474.050144671112,0.0,-2936.759391622668
1979-04-06 20:38:23,3499.9310195327266,0.0,6340.114104534129,6442.042791748867,0.0,-3310.7602856861226
1979-04-07 20:42:32,4553.465518214182,0.0,4798.351464246283,6494.458698336082,0.0,-1559.1815851935917
1979-04-08 20:46:38,3546.926903425274,0.0,6269.172077855097,6384.516378752336,0.0,-3881.846803963695
1979-04-09 20:50:40,4096.720382517197,0.0,5496.1720412909335,6498.6603297864085,0.0,-2224.988745603089
1979-04-10 20:54:39,2941.3048611580803,0.0,7100.93808688175,6367.145105942447,0.0,-3978.6338358629014
1979-04-11 20:58:33,3838.4181966827773,0.0,5865.717837347321,6500.7435242557485,0.0,-2187.7419024754618
1979-04-12 21:02:24,4455.071577137278,0.0,4947.858248028491,6500.640469214487,0.0,-2212.9985291479193
1979-04-13 21:06:12,4221.8942656763365,0.0,5307.648519773071,6478.684498005035,0.0,-2830.467660177246
1979-04-14 21:09:54,4297.512538885666,0.0,5194.80028279437,6501.1394936433235,0.0,-2087.287542288085
1979-04-15 21:13:27,4031.5282960118884,0.0,5589.851840474439,6501.371252552669,0.0,-1851.9643183608434
1979-04-16 21:16:54,4625.523565681874,0.0,4674.2173401887985,6494.02261804151,0.0,-1535.1218962562202
1979-04-17 21:20:12,4397.840394362501,0.0,5041.339094497957,6502.656917504843,0.0,-1950.8905692596948
1979-04-18 21:23:21,4174.509942430422,0.0,5381.745789290828,6500.749555776446,0.0,-2162.5115521246
1979-04-19 21:26:20,3242.379675053454,0.0,6677.417393184303,6429.3514190821,0.0,-3476.3373440946425
1979-04-20 21:29:10,4173.897035376769,0.0,5380.955634278452,6491.018953953962,0.0,-1403.407973260236
1979-04-21 21:31:54,3612.417786515538,0.0,6181.912142344485,6507.010280618255,0.0,-1939.8240146797696
1979-04-22 21:34:31,4561.14366226772,0.0,4789.67269154741,6507.362223757609,0.0,-2152.104293200592
1979-04-23 21:37:01,4354.717615243177,0.0,5116.775888339334,6503.961734499512,0.0,-1633.6822690370666
1979-04-24 21:39:24,3590.9999999999995,0.0,6219.794449979839,6510.176238948457,0.0,-2203.5730842953535
1979-04-25 21:41:32,3405.555247761885,0.0,6459.210281020543,6494.314624514532,0.0,-2558.178562535594
1979-04-26 21:43:17,3699.689395699933,0.0,6061.064211452101,6494.567599267258,0.0,-2519.076755191855
1979-04-27 21:44:40,4352.773255539987,0.0,5114.491273416725,6506.1631387181815,0.0,-1816.553388256119
1979-04-28 21:45:52,3970.1202158384367,0.0,5691.033866688105,6508.758897589423,0.0,-1829.529615242814
1979-04-29 21:46:52,4057.2061167351135,0.0,5563.818340521838,6441.98975992898,0.0,-642.9960598403188
1979-04-30 21:47:40,4473.514177299462,0.0,4916.3278883228195,6499.161625697011,0.0,-1644.5407149314929
1979-05-01 21:47:47,3315.9742097853173,0.0,6593.080845859441,6494.75835903199,0.0,-2597.7180096738925
1979-05-02 21:47:38,4150.1991128292175,0.0,5428.235102118512,6467.455488428465,0.0,-978.1106814653035
1979-05-03 21:47:17,4071.866643781032,0.0,5543.174725305292,6462.725322440052,0.0,-862.3116644764377
1979-05-04 21:46:48,3626.2379536922595,0.0,6180.772953539207,6478.421986092731,0.0,-1037.6750792566654
1979-05-05 21:46:13,4517.6052320348235,0.0,4878.569869079625,6396.481382027246,0.0,-212.19314168656882
1979-05-06 21:45:34,4288.621888561142,0.0,5239.672060058174,6486.14933268827,0.0,-1027.3051319191957
1979-05-07 21:44:52,4278.504677613846,0.0,5264.698825539447,6485.508391351773,0.0,-992.4222416420054
1979-05-08 21:44:00,4715.9813303946985,0.0,4522.463498069238,6412.546793463039,0.0,-459.65706961483727
1979-05-09 21:42:00,4122.432908591531,0.0,5470.653243823956,6455.249032375913,0.0,-826.936472777589
1979-05-10 21:39:43,4325.9363153024005,0.0,5173.761783842381,6365.844865070543,0.0,-44.44270305682433
1979-05-11 21:37:14,4561.725773122507,0.0,4807.055956698431,6404.4003229282725,0.0,-290.82211689664456
1979-05-12 21:34:39,3767.0845302036896,0.0,6005.24730067797,6499.353581606983,0.0,-1263.3463583881032
1979-05-13 21:31:59,3914.3503242952283,0.0,5803.263007885292,6450.245968663356,0.0,-609.7277619906547
1979-05-14 21:29:15,4284.180759880727,0.0,5271.683243203047,6476.078815670304,0.0,-829.6048295582174
1979-05-15 21:26:32,4280.007979529944,0.0,5285.369683868859,6455.32267182872,0.0,-587.4803848420113
1979-05-16 21:23:29,4332.388489287275,0.0,5163.139546621912,6445.578723675628,0.0,-722.9874942902276
1979-05-17 21:19:45,5018.142953401235,0.0,4005.9308904709687,6363.9612283341785,0.0,-22.214505606483474
1979-05-18 21:15:45,3282.3861462949826,0.0,6700.183742749953,6516.553554025594,0.0,-1697.4350584091262
1979-05-19 21:11:38,4512.055213904617,0.0,4906.823182740149,6434.978462872543,0.0,-495.1446075304878
1979-05-20 21:07:28,4776.721613652962,0.0,4469.977027419788,6423.967876746866,0.0,-359.155563126016
1979-05-21 21:03:15,4607.6689712545285,0.0,4771.3808956462735,6444.948990394812,0.0,-495.911797811756
1979-05-22 20:59:00,3965.9764709476794,0.0,5770.531572731354,6500.964657797197,0.0,-1029.651648894799
1979-05-23 20:54:44,4993.954303685324,0.0,4116.698241637689,6403.209954412554,0.0,-100.58966006490007
1979-05-24 20:50:11,4890.371945514627,0.0,4236.173064751188,6386.707764639392,0.0,-234.18994234360036
1979-05-25 20:44:13,4500.781963135529,0.0,4911.741617829047,6409.6979350984975,0.0,-380.80622473124976
1979-05-26 20:38:02,4205.583537949572,0.0,5382.901457887518,6423.091387143627,0.0,-437.8824413028686
1979-05-28 20:25:18,4363.2939690139065,0.0,5163.261153570181,6387.211928292848,0.0,-100.33834298791093
1979-05-29 20:18:42,5152.62923717404,0.0,3743.6042718507615,6335.034996510895,0.0,110.57844718662888
1979-05-30 20:11:08,5195.407263614747,0.0,3664.956666207546,6402.789798907817,0.0,-324.35133883180987
1979-05-31 20:03:05,4769.641729218295,0.0,4478.99171409141,6373.524306215721,0.0,-77.87116332386587
1979-06-01 20:11:33,4282.525261094143,0.0,5288.478267714687,6411.336595594666,0.0,-313.5666723180416
1979-06-02 20:19:40,5229.899312972561,0.0,3634.8747125821455,6376.91258566184,0.0,-33.38974135296161
1979-06-03 20:27:45,5043.126962756955,0.0,4011.4843184928204,6051.0,0.0,3.7051688908203173e-13
1979-06-05 20:43:49,4736.761060045994,0.0,4590.240806322905,6493.921850986004,0.0,-935.7884340418615
1979-06-06 20:51:33,4668.265875673771,0.0,4635.788467350489,6424.450255471625,0.0,-584.6707748558802
1979-06-07 20:57:58,3929.5187128937614,0.0,5803.874885369063,6462.249011596954,0.0,-931.2243081632851
1979-06-08 21:04:07,4347.815391919751,0.0,5181.524613256767,6448.281343341053,0.0,-734.6888573537145
1979-06-09 21:10:06,4362.648511326182,0.0,5162.497357541546,6386.509024992824,0.0,-178.39134980488143
1979-06-10 21:16:00,4765.603266898631,0.0,4506.60698336621,6338.827097670009,0.0,165.98802922022358
1979-06-11 21:21:48,4480.488614655252,0.0,4993.586163664812,6365.961216149493,0.0,22.221486909314702
1979-06-12 21:27:33,5076.9670018264005,0.0,3952.3109774366003,6479.323973776095,0.0,-910.6095995817076
1979-06-13 21:33:15,5198.153165373647,0.0,3721.5121482155514,6385.649851568161,0.0,-66.87281336634534
1979-06-14 21:38:44,5918.198517457949,0.0,1854.6509935722497,5918.198517457949,0.0,1854.6509935722497
1979-06-15 21:42:52,5148.406791477456,0.0,3768.064159415124,6346.990332968637,0.0,11.077599138356266
1979-06-16 21:46:41,5009.551147061997,0.0,4042.198202088788,6398.219429172555,0.0,-335.3164716485412
1979-06-17 21:50:17,4947.5116211404165,0.0,4166.191637296648,6387.106775479041,0.0,-223.0426834256836
1979-06-19 21:57:02,4392.7259665444935,0.0,5125.081324510446,6400.886318756304,0.0,-301.8581361473909
1979-06-20 22:00:16,4080.4052214143485,0.0,5616.195974950885,6480.9519516644295,0.0,-1096.17097216494
1979-06-21 22:03:26,4173.442112629951,0.0,5478.425862647668,6372.757335687964,0.0,-55.61421073113748
1979-06-22 22:06:26,4474.476364721685,0.0,4969.409447967335,6426.929379033972,0.0,-652.8236798018324
1979-06-23 22:08:18,5088.225644529353,0.0,3890.242253427651,6317.2183159545075,0.0,187.49066261789994
1979-06-24 22:09:54,5239.470714067174,0.0,3587.5404717483557,6388.89964025676,0.0,-301.2928587388752
1979-06-25 22:11:14,4555.660989955423,0.0,4851.286215489494,6381.711122670498,0.0,-234.0067238000676
1979-06-26 22:12:21,3531.8276568275564,0.0,6397.894763316131,6496.9625234668765,0.0,-1924.4879757137799
1979-06-27 22:13:18,4954.77545809355,0.0,4157.550259452537,6448.305771277783,0.0,-826.0470205173796
1979-06-28 22:14:05,4132.064782560511,0.0,5523.444996804364,6480.5727354242035,0.0,-1306.7126772464028
1979-06-29 22:14:45,4795.225815462181,0.0,4455.998808205076,6367.3792728912495,0.0,-88.91116439967682
1979-06-30 22:15:18,4099.099250005796,0.0,5580.247426288724,6442.319912206993,0.0,-734.0096380711071
1979-07-01 22:15:45,5198.06995336099,0.0,3694.076036029263,6407.027271069965,0.0,-391.8705752742457
1979-07-02 22:16:06,5055.41739379736,0.0,3978.221207335146,6311.986663954178,0.0,275.5872893741929
1979-07-03 22:16:21,4484.513323817068,0.0,4980.556620349496,6389.705749820728,0.0,-234.29987346972004
1979-07-04 22:16:32,5039.996530129546,0.0,4008.9942599462697,6051.0,0.0,3.7051688908203173e-13
1979-07-05 22:16:38,4825.067195649524,0.0,4405.891800472049,6457.924319285105,0.0,-919.0987359288505
1979-07-06 22:16:44,5158.897275535326,0.0,3775.742033094183,6482.829001848459,0.0,-1330.7336821439928
1979-07-07 22:16:36,4750.617115771772,0.0,4539.788323186037,6439.332526206634,0.0,-688.1661259734461
1979-07-08 22:16:28,5205.3255495312615,0.0,3685.5759283179973,6487.591775893352,0.0,-1390.819164866857
1979-07-11 22:15:34,3328.189487986064,0.0,6675.315403189506,6490.919670704274,0.0,-1582.315653864398
1979-07-12 22:15:10,3892.259620420634,0.0,5880.56281721767,6492.743975434394,0.0,-2248.3141838854217
1979-07-13 22:14:34,4940.5654397686685,0.0,4189.9041916687565,6463.432500854581,0.0,-1023.7071392232705
1979-07-14 22:13:56,4332.7621062083,0.0,5218.837181883089,6493.498151760012,0.0,-1960.5026786743501
1979-07-15 22:13:13,4534.591264641361,0.0,4896.913115692198,6488.443782254956,0.0,-1629.7844288484903
1979-07-16 22:12:24,3836.3775452223626,0.0,5952.892685956436,6384.81748380442,0.0,-3701.149240236793
1979-07-17 22:11:29,4071.000657377669,0.0,5603.251703040886,6447.166686111055,0.0,-3075.1407645016507
1979-07-18 22:10:28,4206.625050277563,0.0,5403.647812947962,6441.780809382694,0.0,-3114.0785160090027
1979-07-19 22:09:21,4599.334326953467,0.0,4779.415523775631,6470.852245709052,0.0,-2680.3147602850886
1979-07-20 22:08:06,4056.0965183613516,0.0,5623.916520871991,6463.585661679851,0.0,-2756.952918373226
1979-07-21 22:06:45,4892.8871062145345,0.0,4268.337470941064,6433.653508645701,0.0,-721.6498671037517
1979-07-22 22:05:16,4706.395416835767,0.0,4592.778916994294,6473.815445433366,0.0,-1364.2468905841024
1979-07-23 22:03:40,4609.030451830898,0.0,4756.150470085599,6456.858309842414,0.0,-1045.7828486922913
1979-07-24 22:01:57,4332.902555813664,0.0,5200.51117120456,6476.183632225528,0.0,-1447.598549907455
1979-07-25 22:04:11,3840.2433611512415,0.0,5936.112442258301,6457.0199837456585,0.0,-2807.5921943026583
1979-07-26 22:06:17,4382.964353285506,0.0,5113.692254900423,6483.144019377074,0.0,-1994.4755260507166
1979-07-27 22:08:17,3857.035346281524,0.0,5894.167824004926,6483.6888306447845,0.0,-2169.4119358416156
1979-07-28 22:10:08,3873.7329679781133,0.0,5874.824413784592,6365.187289694163,0.0,-3764.361269473996
1979-07-29 22:11:50,4302.838148998172,0.0,5238.360894738543,6480.605155797381,0.0,-1615.796340710181
1979-07-30 22:13:26,4071.936025668947,0.0,5584.018087619289,6480.60840863798,0.0,-2006.0834114988122
1979-07-31 22:14:55,3740.8326839834754,0.0,6056.92428798982,6409.910488579377,0.0,-3351.0202220219585
1979-08-01 22:16:16,3953.515533735333,0.0,5752.40079658167,6480.2460709540355,0.0,-2030.7860202110855
1979-08-02 22:17:32,3321.9246726758324,0.0,6633.730283111272,6459.765691318917,0.0,-2675.7225590967073
1979-08-03 22:18:42,3693.213301396489,0.0,6122.309654892347,6477.336258824769,0.0,-2079.645159664007
1979-08-04 22:19:47,3138.398460422417,0.0,6886.5868979936795,6464.904432733962,0.0,-2572.6979371113052
1979-08-05 22:20:48,3496.5072848838586,0.0,6386.501217940391,6446.165642889432,0.0,-2937.686930976797
1979-08-06 22:21:47,3572.681521003743,0.0,6289.056825111249,6371.38847443401,0.0,-3738.071415563038
1979-08-07 22:22:41,3179.7798013370225,0.0,6819.059789663754,6390.770039281393,0.0,-3557.056972417409
1979-08-08 22:23:34,3959.5744342552753,0.0,5739.729897790663,6484.42952208647,0.0,-2007.2662436989883
1979-08-09 22:24:22,3877.9092588025205,0.0,5858.881785843924,6463.0368054491,0.0,-2730.093634183688
1979-09-13 22:49:17,4124.68368501213,0.0,5553.89129337213,6051.0,0.0,3.7051688908203173e-13
1979-09-15 22:45:33,3756.764680307672,0.0,6130.482781705923,6514.347997620198,0.0,-1991.636052571282
1979-09-17 23:07:11,5292.575863191387,0.0,3569.8874957572475,5934.338861295801,0.0,-6319.429031116218
1979-09-21 23:47:03,4494.540053499789,0.0,4974.2060379005325,5822.850974174754,0.0,-6604.727968096196
1979-09-24 00:05:37,6051.0,0.0,3.7051688908203173e-13,5054.077795001099,0.0,-9193.333380340171
1979-09-25 00:14:55,4330.766291579072,0.0,5272.361171972426,6051.0,0.0,3.7051688908203173e-13
1979-09-27 00:33:13,3236.3810994312075,0.0,6846.617148581075,6051.0,0.0,3.7051688908203173e-13
1979-09-28 00:41:21,4343.7844207049075,0.0,5213.571991105649,6310.61499840809,0.0,-4161.083914302481
1979-09-30 00:57:31,4287.731757629678,0.0,5313.844218135671,6051.0,0.0,3.7051688908203173e-13
1979-10-01 01:05:34,5011.707696835753,0.0,4072.904364391247,6415.467362173246,0.0,-549.9995680815102
1979-10-02 01:13:37,4464.071264829424,0.0,5045.714690955507,6481.187180177433,0.0,-1484.3900213568165
1979-10-04 01:29:30,3125.7711020375245,0.0,7020.596841983388,6004.8330750394825,0.0,-5718.325256656171
1979-10-05 01:36:30,4571.193209381826,0.0,4833.901285969903,5660.321767807138,0.0,-7065.2364776339
1979-10-07 01:50:18,3535.590214232488,0.0,6431.214724841915,6434.890747256447,0.0,-2918.9959011402125
1979-10-08 01:57:10,3276.294384058898,0.0,6807.636896088402,6443.236112753264,0.0,-2868.713543613619
1979-10-09 02:04:01,3388.585090055977,0.0,6650.472696541978,5777.432940241807,0.0,-6669.6510119352515
1979-10-11 02:17:35,3241.509393791854,0.0,6857.466139177004,6137.908491951937,0.0,-5077.719502338063
1979-10-12 02:23:59,4049.822413128094,0.0,5677.6416250169705,5965.6267567255745,0.0,-5862.405086603953
