  134  79107  21:20:12     76432  21:13:52   48.9  5.5   639.   93.1     77233  21:27:13  -16.7  7.0   738.   76.2
  135  79108  21:23:21     76573  21:16:13   52.2  5.4   760.   93.1     77444  21:30:44  -18.4  7.2   800.   74.5
  136  79109  21:26:20     76554  21:15:54   64.1  4.7  1372.   96.3     77773  21:36:13  -28.4  7.5  1258.   72.0
  137  79110  21:29:10     76923  21:22:03   52.2  5.7   759.   91.1     77710  21:35:10  -12.2  7.2   590.   72.4
  138  79111  21:31:54     76968  21:22:48   59.7  5.3  1109.   93.1     77934  21:38:54  -16.6  7.4   739.   70.3
  139  79112  21:34:31     77324  21:28:44   46.4  6.1   563.   86.7     78114  21:41:54  -18.3  7.6   803.   68.6
  140  79113  21:37:01     77430  21:30:30   49.6  6.1   668.   86.9     78207  21:43:27  -14.1  7.6   655.   67.6
  141  79114  21:39:24     77412  21:30:12   60.0  5.6  1131.   90.8     78414  21:46:54  -18.7  7.8   822.   65.7
  142  79115  21:41:32     77501  21:31:41   62.2  5.5  1251.   91.1     78581  21:49:41  -21.5  8.0   929.   64.1
  143  79116  21:43:17     77669  21:34:29   58.6  5.9  1050.   88.4     78681  21:51:21  -21.2  8.1   915.   62.7
  144  79117  21:44:40     77890  21:38:10   49.6  6.5   665.   82.8     78687  21:51:27  -15.6  8.1   704.   61.4
  145  79118  21:45:52     77879  21:37:59   55.1  6.3   888.   84.8     78760  21:52:40  -15.7  8.2   710.   59.9
  146  79119  21:46:52     77959  21:39:19   53.9  6.5   835.   83.1     78691  21:51:31   -5.7  8.1   423.   59.4
  147  79120  21:47:40     78097  21:41:37   47.7  6.9   596.   78.6     78848  21:54:08  -14.2  8.3   653.   57.0
  148  79121  21:47:47     77854  21:37:34   63.3  6.0  1329.   87.4     78961  21:56:01  -21.8  8.6   944.   55.7
  149  79122  21:47:38     78023  21:40:23   52.6  6.9   782.   79.5     78772  21:52:52   -8.6  8.5   490.   54.4
  150  79123  21:47:17     77986  21:39:46   53.7  6.9   827.   79.2     78739  21:52:19   -7.6  8.5   469.   52.9
  151  79124  21:46:48     77861  21:37:41   59.6  6.6  1115.   82.5     78729  21:52:09   -9.1  8.7   510.   51.2
  152  79125  21:46:13     78014  21:40:14   47.2  7.4   598.   73.0     78605  21:50:05   -1.9  8.6   349.   50.6
  153  79126  21:45:34     77926  21:38:46   50.7  7.4   720.   74.3     78655  21:50:55   -9.0  8.9   516.   48.2
  154  79127  21:44:52     77880  21:38:00   50.9  7.5   733.   73.6     78609  21:50:09   -8.7  9.0   510.   46.7
  155  79128  21:44:00     77928  21:38:48   43.8  7.9   483.   67.5     78498  21:48:18   -4.1  9.0   378.   45.5
  156  79129  21:42:00     77679  21:34:39   53.0  7.6   799.   73.3     78419  21:46:59   -7.3  9.2   457.   43.6
  157  79130  21:39:43     77583  21:33:03   50.1  7.8   693.   70.2     78197  21:43:17   -0.4  9.1   315.   42.9
  158  79131  21:37:14     77484  21:31:24   46.5  8.1   576.   66.4     78075  21:41:15   -2.6  9.3   360.   41.0
  159  79132  21:34:39     77158  21:25:58   57.9  7.6  1038.   74.8     78026  21:40:26  -11.0  9.6   570.   39.1
  160  79133  21:31:59     77029  21:23:49   56.0  7.8   949.   72.4     77795  21:36:35   -5.4  9.6   428.   37.6
  161  79134  21:29:15     76941  21:22:21   50.9  8.2   742.   67.2     77655  21:34:15   -7.3  9.7   478.   36.0
  162  79135  21:26:32     76776  21:19:36   51.0  8.3   750.   66.3     77465  21:31:05   -5.2  9.8   431.   34.5
  163  79136  21:23:29     76610  21:16:50   50.0  8.4   689.   64.6     77296  21:28:16   -6.4  9.9   435.   32.9
  164  79137  21:19:45     76538  21:15:38   38.6  9.0   370.   53.9     76997  21:23:17   -0.2  9.9   313.   31.8
  165  79138  21:15:45     75910  21:05:10   63.9  7.6  1410.   76.7     76940  21:22:20  -14.6 10.3   683.   31.3
