INBOUND_LATITUDE,INBOUND_ALTITUDE,INBOUND_SOLAR_ZENITH_ANGLE,YEAR
19.5,735.0,24.1,1992
-1.2,308.0,35.6,1992
0.0,0.0,0.0,1992
12.8,445.0,87.2,1992
25.2,811.0,90.4,1992
23.4,744.0,92.4,1992
35.3,1259.0,90.5,1992
27.6,905.0,95.6,1992
0.0,0.0,0.0,1992
30.0,1010.0,101.9,1992
34.1,1204.0,101.7,1992
40.5,1570.0,101.4,1992
0.0,0.0,0.0,1992
0.0,0.0,0.0,1992
34.1,1177.0,147.4,1992
22.7,680.0,155.5,1992
13.8,415.0,158.9,1992
13.8,411.0,157.5,1992
46.1,1940.0,134.9,1992
27.2,853.0,149.1,1992
16.0,473.0,152.8,1992
15.3,451.0,151.6,1992
46.7,1993.0,132.9,1992
26.1,808.0,144.4,1992
18.9,553.0,145.3,1992
16.0,468.0,144.3,1992
44.6,1826.0,131.7,1992
33.8,1156.0,136.7,1992
24.0,727.0,138.8,1992
17.1,502.0,138.3,1992
15.1,447.0,136.9,1992
44.9,1842.0,127.7,1992
30.8,1008.0,132.0,1992
23.8,718.0,132.0,1992
14.7,438.0,130.8,1992
13.3,401.0,129.1,1992
47.5,2036.0,122.4,1992
35.3,1224.0,125.0,1992
23.0,684.0,125.0,1992
14.9,440.0,123.2,1992
16.0,466.0,121.8,1992
25.3,762.0,120.7,1992
