DATETIME,OUTBOUND_ALTITUDE
1980-11-27 20:55:14,1451.0
1980-11-29 21:00:44,0.0
1980-12-01 21:06:16,2066.0
1980-12-02 21:09:03,1124.0
1980-12-03 21:11:50,1945.0
1980-12-04 21:14:38,1678.0
1980-12-05 21:17:26,2001.0
1980-12-06 21:20:15,1833.0
1980-12-07 21:23:04,3076.0
1980-12-08 21:25:53,2288.0
1980-12-10 21:31:33,631.0
1980-12-11 21:34:24,1422.0
1980-12-12 21:37:14,2692.0
1980-12-13 21:40:05,2133.0
1980-12-14 21:42:56,1810.0
1980-12-15 21:45:48,2696.0
1980-12-16 21:48:39,1920.0
1980-12-17 21:51:31,2057.0
1980-12-18 21:54:23,1893.0
1980-12-19 21:57:14,2038.0
1980-12-20 22:00:06,2070.0
1980-12-21 22:02:58,1505.0
1980-12-22 22:05:50,1783.0
1980-12-23 22:08:41,2461.0
1980-12-24 22:11:33,2794.0
1980-12-25 22:14:24,0.0
1980-12-26 22:17:16,2438.0
1980-12-27 22:20:07,2822.0
1980-12-28 22:22:58,0.0
1980-12-29 22:25:48,1657.0
1980-12-30 22:28:38,1167.0
1980-12-31 22:31:28,2082.0
1981-01-01 22:34:18,2046.0
1981-01-02 22:37:07,2256.0
1981-01-03 22:39:56,1679.0
1981-01-04 22:42:44,2931.0
1981-01-05 22:45:32,1494.0
1981-01-06 22:48:20,2115.0
1981-01-07 22:51:07,2018.0
1981-01-08 22:53:54,1125.0
1981-01-10 22:59:25,1281.0
1981-01-11 23:02:10,1941.0
1981-01-12 23:04:54,1327.0
1981-01-13 23:07:38,0.0
1981-01-14 23:10:21,1937.0
1981-01-15 23:13:04,0.0
1981-01-16 23:15:46,914.0
1981-01-17 23:18:27,1950.0
1981-01-18 23:21:08,2852.0
1981-01-19 23:23:48,1603.0
1981-01-20 23:26:28,736.0
1981-01-21 23:29:07,1282.0
1981-01-22 23:31:45,912.0
1981-01-23 23:34:23,1576.0
1981-01-24 23:37:01,1214.0
1981-01-26 23:42:14,536.0
1981-01-27 23:44:50,1346.0
1981-01-28 23:47:25,537.0
1981-01-29 23:50:00,588.0
1981-01-30 23:52:34,1043.0
1981-01-31 23:55:08,929.0
1981-02-01 23:57:41,1543.0
1981-02-03 00:00:15,1157.0
1981-02-04 00:02:47,1810.0
1981-02-05 00:05:19,770.0
1981-02-06 00:07:08,1021.0
1981-02-07 00:08:21,820.0
1981-02-08 00:09:28,1029.0
1981-02-09 00:10:38,909.0
1981-02-10 00:11:47,783.0
1981-02-11 00:12:56,1210.0
1981-02-12 00:14:05,551.0
1981-02-13 00:15:14,967.0
1981-02-14 00:16:23,1200.0
1981-02-15 00:17:31,1779.0
1981-02-16 00:18:40,800.0
1981-02-17 00:19:49,1074.0
1981-02-18 00:20:58,848.0
1981-02-19 00:22:06,0.0
1981-02-20 00:23:15,729.0
1981-02-21 00:24:24,1223.0
1981-02-22 00:25:34,1790.0
1981-02-23 00:26:43,879.0
1981-02-24 00:27:53,721.0
1981-02-25 00:29:03,922.0
1981-02-26 00:30:13,997.0
1981-02-27 00:31:24,811.0
1981-02-28 00:32:35,674.0
1981-03-01 00:33:47,556.0
1981-03-02 00:34:58,599.0
1981-03-03 00:36:11,1187.0
1981-03-04 00:37:23,945.0
1981-03-05 00:38:37,722.0
1981-03-07 00:41:05,583.0
1981-03-08 00:42:20,906.0
1981-03-11 00:46:07,683.0
1981-03-12 00:47:24,577.0
1981-03-14 00:50:00,0.0
1981-03-16 00:52:36,1422.0
1981-05-08 02:08:24,802.0
1981-05-09 02:08:22,782.0
1981-05-17 02:07:40,761.0
1981-05-18 02:07:32,718.0
1981-05-25 02:06:20,1086.0
1981-05-26 02:06:08,804.0
1981-05-30 02:05:17,1154.0
1981-05-31 02:05:03,1694.0
1981-06-02 02:04:35,1239.0
1981-06-03 02:04:20,1041.0
1981-06-04 02:04:06,1284.0
1981-06-05 02:03:51,960.0
1981-06-07 02:03:21,1619.0
1981-06-08 02:03:06,802.0
1981-06-09 02:02:51,1097.0
1981-06-10 02:02:36,1366.0
1981-06-11 02:02:21,1099.0
1981-06-12 02:02:06,1825.0
1981-06-13 02:01:51,891.0
1981-06-14 02:01:37,1564.0
1981-06-15 02:01:22,1057.0
1981-06-16 02:01:08,893.0
1981-06-17 02:00:54,705.0
1981-06-18 02:00:41,756.0
1981-06-20 02:00:15,751.0
1981-06-21 02:00:02,1453.0
1981-06-22 01:59:50,1487.0
1981-06-23 01:59:38,1028.0
1981-06-24 01:59:27,1169.0
1981-06-25 01:59:16,1295.0
1981-06-26 01:59:06,1647.0
1981-06-27 01:58:56,1268.0
1981-06-28 01:58:47,725.0
1981-06-29 01:58:39,1938.0
1981-06-30 01:58:30,923.0
1981-07-01 01:58:22,1073.0
1981-07-02 01:58:15,900.0
1981-07-03 01:58:09,1301.0
1981-07-04 01:58:03,2122.0
1981-07-05 01:57:58,1200.0
1981-07-07 01:57:49,757.0
1981-07-08 01:57:46,1488.0
1981-07-09 01:57:43,2175.0
1981-07-10 01:57:41,1224.0
1981-07-11 01:57:40,2029.0
1981-07-12 01:57:39,1486.0
1981-07-13 01:57:38,1671.0
1981-07-14 01:57:38,1996.0
1981-07-15 01:57:39,2270.0
1981-07-16 01:57:40,2879.0
1981-07-17 01:57:42,3476.0
1981-07-18 01:57:44,3070.0
1981-07-19 01:57:47,2178.0
1981-07-20 01:57:50,2106.0
1981-07-21 01:57:54,2043.0
1981-07-22 01:57:57,4028.0
1981-07-23 01:58:02,2935.0
1981-07-24 01:58:07,1547.0
1981-07-25 01:58:12,2049.0
1981-07-26 01:58:17,2162.0
1981-07-27 01:58:23,2405.0
1981-07-28 01:58:28,3238.0
1981-07-29 01:58:34,2458.0
1981-07-30 01:58:40,1510.0
1981-07-31 01:58:46,1976.0
1981-08-01 01:58:53,2875.0
1981-08-02 01:58:59,2706.0
1981-08-03 01:59:05,2711.0
1981-08-04 01:59:12,2051.0
1981-08-05 01:59:18,2226.0
