OUTBOUND_LATITUDE
-9.9
-16.0
-16.0
-9.4
-7.7
-8.4
-0.2
-15.0
-21.0
-9.6
-11.3
-12.8
-8.7
-11.2
-14.6
-13.0
-6.7
-17.5
-9.7
-14.3
-22.9
-22.9
-21.1
-4.3
-0.8
-3.0
-11.8
-6.7
-4.4
-5.5
-7.0
-1.4
-2.1
-2.9
-7.4
-5.6
-2.0
-2.9
-22.4
-16.4
-19.6
-36.3
-50.6
-7.0
-10.9
-9.5
-11.7
-5.7
-20.5
-1.6
-2.4
-10.9
-16.7
-12.4
-3.3
-4.3
-9.7
-8.8
-11.6
-11.0
-9.6
-12.1
-11.8
-29.1
-30.9
-21.2
-25.6
-25.4
-14.7
-19.2
-27.9
-38.1
-21.9
-30.7
-26.5
-31.6
-38.3
-25.9
-29.5
-26.3
-23.5
-15.5
-18.7
-24.1
-19.3
-35.5
-24.5
-18.4
-35.4
-17.6
-25.0
-18.1
-30.5
-40.3
-34.9
-25.1
-24.4
-25.5
-47.7
-35.0
-31.4
-39.3
-44.7
-20.1
-39.7
-29.5
-21.4
-26.3
-21.8
-33.1
-30.8
-35.4
-42.3
-50.7
-39.7
-36.6
-34.8
-33.1
-30.1
-50.3
-45.6
-46.5
-42.9
-35.9
-56.3
-40.5
-46.3
-48.4
-35.3
-53.6
-57.4
-55.1
-22.0
-37.7
-43.1
-43.0
-49.0
-44.8
-39.1
-36.7
-46.9
-45.1
-32.1
-39.8
-45.9
-43.5
-51.9
-32.7
-48.4
-48.8
-53.0
-53.5
-48.6
-47.0
-51.6
-55.0
-30.9
-45.7
-20.5
0.0
-33.9
-38.2
-34.0
-39.9
-36.0
-24.1
-24.4
-32.2
-35.7
-33.1
-16.7
-19.8
-48.0
-33.2
-21.4
-37.8
0.0
-33.6
-39.4
-31.0
-42.2
-39.7
-30.7
-26.6
-35.2
-42.7
-28.7
-27.0
-27.4
0.0
-24.9
-23.5
-21.1
-17.7
-11.6
-21.9
-24.0
-20.3
-22.3
-24.3
-12.9
-20.4
-29.8
-17.7
-33.4
-13.8
-23.2
-31.2
-18.5
-34.4
-15.7
-34.5
-27.7
-18.3
-27.3
-11.6
-8.0
-30.1
-24.4
-18.9
-18.4
-8.1
-7.3
-8.6
-3.6
-9.0
-7.8
-1.6
-9.3
0.5
-2.3
-14.1
-1.4
3.3
-2.5
-13.3
-1.0
-8.5
-8.0
-8.0
4.3
0.5
1.5
6.0
-9.5
-1.6
4.0
0.0
3.6
-2.8
5.2
4.0
16.1
8.4
20.1
14.0
7.1
8.4
-7.5
2.6
13.0
7.5
-1.2
11.8
8.8
-7.8
7.4
12.3
-4.1
35.2
-17.6
5.0
8.0
-8.7
-3.4
9.6
-23.8
-9.3
-11.8
0.0
7.2
-19.4
-1.4
-10.5
-12.0
-19.2
-22.1
-28.8
-27.8
-1.8
-23.6
-22.8
-16.4
-22.4
-21.0
0.0
-17.7
0.0
0.0
0.0
1.1
-19.8
-25.4
-31.9
-23.7
-10.0
0.0
-34.4
-25.6
-16.3
-21.1
-26.0
-1.6
0.0
-50.0
-33.9
-29.4
0.0
-39.1
-21.9
-37.2
-32.9
-37.9
-35.2
-50.3
-41.5
-3.7
-27.6
-46.1
-39.2
-34.3
-46.0
-36.0
-37.9
-35.4
-37.6
-37.9
-28.5
-33.5
-43.0
-46.8
0.0
-42.7
-47.1
0.0
-31.1
-20.6
-37.9
-37.3
-40.3
-31.4
-48.2
-27.9
-38.3
-36.9
-19.4
-23.3
-35.8
-24.3
0.0
-35.8
0.0
-13.0
-36.0
-47.6
-30.1
-5.7
-23.5
-13.0
-29.7
-21.9
14.1
-25.1
11.6
24.6
-17.5
-13.9
-29.3
-20.7
-34.1
-8.0
-17.0
-9.2
-17.3
-13.4
-8.6
-22.2
6.6
-15.4
-21.9
-33.7
-9.5
-18.6
-11.3
0.0
-6.2
-22.5
-33.8
-12.3
-5.6
-13.7
-16.1
-9.5
-2.8
7.4
2.8
-21.1
-14.1
-4.9
5.4
-12.3
-1.7
8.2
0.0
-25.7
0.7
2.3
3.9
10.7
-13.6
-0.4
-15.9
-29.1
-18.5
-12.2
-19.8
-9.0
-27.6
-0.8
-14.2
-21.9
-14.2
-31.5
-5.8
-26.4
-12.7
-5.8
11.7
3.5
4.3
-23.7
-24.4
-11.2
-15.9
-19.5
-27.6
-18.6
11.8
-32.9
-5.9
-12.0
-4.3
-18.9
-35.5
-15.8
10.4
-23.2
-36.0
-15.9
-33.5
-22.8
-26.8
-32.8
-37.0
-44.9
-51.0
-46.9
-35.3
-34.1
-33.0
-55.5
-45.1
-23.0
-32.9
-34.7
-38.2
-48.2
-38.9
-21.7
-31.2
-44.1
-42.0
-42.0
-32.4
-35.2
-42.7
-38.6
-27.6
-39.0
-27.9
-41.7
-40.6
-32.7
-20.5
-29.2
-7.4
-29.9
-33.9
-34.4
-32.5
-18.1
-18.2
-33.4
0.0
-36.7
-35.1
0.0
0.0
-8.5
3.5
-29.4
-22.2
-29.9
-34.7
-31.3
0.0
-13.8
-22.8
-23.5
-34.6
-27.2
-8.3
-13.1
-15.8
-16.3
0.0
0.0
-36.3
-6.3
11.6
4.8
-23.5
-5.2
-0.8
-13.9
0.0
9.3
13.0
-11.2
-3.9
-9.9
-1.8
-2.5
11.8
4.9
5.2
-17.8
-10.3
-26.7
-18.8
-46.4
-6.6
-7.5
-39.3
-18.1
-0.7
2.5
-32.5
-7.4
-20.0
0.0
-33.2
-8.9
-17.5
-4.2
-27.6
-33.8
-45.2
-26.3
-52.4
-40.7
-41.1
-23.1
-33.8
-41.4
-34.9
-35.3
-35.0
-42.7
-43.9
-37.0
-31.6
-34.0
-28.2
-37.1
-48.0
-30.7
-26.0
-45.4
-30.7
0.0
-30.2
-45.0
-28.0
-19.3
-37.2
-44.4
-30.1
-24.1
-20.5
-17.3
-16.5
-15.9
-31.3
-0.8
0.3
-20.6
-9.5
-6.3
20.8
17.1
-13.3
-29.2
3.3
12.8
-8.1
-18.7
21.1
26.1
1.0
17.4
16.5
-15.5
5.3
9.5
-7.8
-11.5
3.9
2.6
-16.8
-4.8
0.0
0.0
-28.4
0.0
-20.2
-29.6
0.0
-29.1
0.0
-31.2
-45.7
0.0
-42.2
-10.8
-8.6
-11.1
-14.5
-6.3
29.9
0.0
-2.7
-20.9
-12.5
22.2
15.6
8.9
-21.1
-8.3
-26.1
-33.8
-25.4
-16.6
-28.9
-29.9
-11.7
-13.7
6.1
-15.9
-26.4
-15.9
-15.8
-23.6
3.5
-25.1
-25.6
0.0
-17.6
-22.3
-36.5
-39.7
0.0
-37.3
0.0
-37.8
-4.0
-11.5
-16.5
-34.9
-36.7
-33.9
0.0
-18.0
-16.5
-26.4
11.7
-23.6
-17.2
0.0
-31.8
-14.1
-23.3
-23.2
-13.6
-20.5
-29.1
0.0
-27.3
-15.1
-32.4
-5.5
-2.0
0.9
-14.3
-14.7
30.2
13.1
-6.5
-12.8
0.0
-11.7
-2.4
-15.6
0.0
0.0
-25.0
-33.6
-31.1
-25.1
0.0
-19.9
-30.2
0.0
-10.3
0.8
-16.9
-21.9
-21.9
-6.9
-27.4
-15.6
-22.7
-27.8
-33.1
-27.9
-28.3
-11.9
0.0
-17.8
-21.4
-24.1
-9.9
-25.6
-22.9
-21.4
2.1
-18.2
-16.5
-13.9
-2.9
-10.6
-12.9
-4.6
-0.6
3.9
10.5
-2.9
8.2
70.2
-37.0
0.9
-33.8
-8.0
-38.8
-33.3
-39.7
-31.3
-18.4
-31.0
-31.3
-27.5
-23.0
-23.1
-27.8
-27.4
-28.0
-8.5
-3.6
-16.9
-0.9
-8.2
-6.9
0.0
-5.6
-5.6
-2.4
-37.2
-30.5
-18.2
-25.0
-38.8
-33.0
-28.3
-17.2
-9.4
-40.9
0.0
-35.6
-21.6
-22.9
-32.9
-22.8
-27.1
0.0
-21.2
-23.5
-25.8
-27.6
-9.4
-23.7
-23.2
-22.7
1.7
-20.7
-16.2
0.0
-38.7
-37.7
-37.9
-35.8
-22.8
-5.9
-39.6
-23.0
-35.7
-31.8
-38.3
-35.8
-31.4
-17.2
2.5
-32.5
-20.8
-39.7
-22.1
-11.5
-23.9
-39.5
-20.8
-29.3
-30.8
-27.3
-24.6
-28.4
-30.3
-0.3
-35.6
-30.1
-28.1
-20.4
-16.5
-9.8
-31.6
-15.3
-21.6
-32.6
-23.3
-22.4
-21.0
-16.9
-10.0
-21.8
-16.6
-4.1
-12.5
-25.1
-9.2
-34.5
-12.6
-17.4
-35.2
-36.1
-36.7
-28.3
-39.1
-35.4
-31.1
-28.4
-37.5
29.7
-33.2
-39.1
-37.3
-47.3
-33.7
-37.4
-14.8
-35.0
-38.7
-17.3
-27.0
-14.8
-36.8
-46.8
-26.2
-32.5
-22.6
-26.2
-49.0
-13.7
-14.2
-33.8
-13.9
-20.3
-2.1
-24.4
-8.8
-27.2
-35.3
-10.4
-29.6
-7.3
0.0
-2.4
-2.5
-2.5
-2.5
-2.5
-2.5
-2.5
0.0
-40.6
-20.4
-19.4
-31.2
-39.4
-45.6
-27.0
-25.2
-47.2
-54.8
-50.9
-16.0
-30.9
-2.7
-33.3
-31.2
-32.6
-25.4
-33.4
-25.1
-33.8
-46.9
-38.0
-15.6
-29.6
-23.2
-36.7
-38.4
-23.0
-38.0
-24.4
-23.1
-40.6
-18.2
-29.2
-28.5
-5.4
-8.2
-7.9
0.0
-4.6
-4.3
-29.8
-11.5
-43.6
-41.2
-32.7
0.2
-16.9
-3.0
-14.1
0.0
-40.8
-48.0
-55.9
0.0
0.0
-51.6
-51.0
-44.4
-27.1
-28.1
-40.7
-48.7
-43.8
-22.1
0.0
-24.0
-33.1
-16.5
-23.7
-33.4
-40.8
-34.0
-47.1
-51.4
-37.8
-49.7
-61.4
-48.4
-49.3
-50.6
-36.4
-24.2
-32.4
-31.7
-49.3
-45.5
-25.1
-49.3
-38.5
-38.9
-48.8
-14.6
-27.9
-27.3
-25.7
-34.4
-22.1
-17.8
-28.3
-40.2
-18.2
-37.4
-41.4
-29.1
-33.0
-34.8
-56.1
-35.1
0.0
0.0
-15.5
-15.1
-7.0
-55.2
-23.4
-4.8
-51.8
-45.7
0.0
-37.5
0.0
-40.0
-50.7
-24.2
-38.2
-38.1
-46.0
-46.6
-38.2
-50.1
-49.7
-38.4
-39.8
-45.2
-35.3
-40.9
0.0
-44.3
-33.4
-34.5
-29.4
-49.9
-36.8
-33.6
-34.0
-32.6
-38.4
-30.6
-31.4
-41.6
-36.1
-34.1
-36.2
-27.2
-33.3
-43.1
-16.9
-33.6
-15.0
-22.9
-24.1
-19.4
-15.2
-22.5
-25.6
0.0
-12.0
-21.0
-24.4
-11.5
-29.0
-21.9
-41.5
-20.7
-17.9
0.0
-41.1
-28.4
-16.5
-19.4
-22.0
-14.2
0.0
0.0
-42.6
-19.4
-21.3
-36.8
-53.4
-39.5
0.0
0.0
0.0
0.0
-26.9
0.0
-38.5
-29.2
0.0
-29.3
0.0
-27.6
-38.9
-30.1
-32.8
-22.2
-40.3
-16.9
-44.2
-30.0
-26.8
-27.8
-27.6
-35.3
-6.9
-6.8
-12.9
-26.8
-7.2
0.0
-27.2
-18.6
-19.2
-38.8
-28.3
-24.8
-27.9
-39.4
-43.5
0.0
-40.6
-13.1
-33.1
-49.2
-42.5
-46.4
-40.5
-39.5
-18.0
-46.5
-15.2
-34.0
-43.1
-43.0
0.0
-43.3
-34.3
-28.8
-34.6
-35.6
-30.2
-32.1
-34.0
-41.8
-61.8
-56.4
-26.9
-50.5
-48.9
-58.7
-46.2
-21.0
-58.2
-44.9
-50.8
-53.8
-33.7
-49.5
-49.3
-40.1
-42.6
-48.0
-28.2
-34.2
-31.6
-49.3
-50.1
-44.1
-31.5
-32.6
-29.7
-31.4
-50.2
-36.7
0.0
-22.0
-24.4
-41.9
0.0
-25.8
-65.6
-47.7
-36.5
-38.7
0.0
-9.9
0.0
-26.0
-50.2
-16.4
0.0
-44.1
0.0
-30.1
-31.6
-25.5
0.0
-27.6
-15.0
0.0
-36.9
0.0
-16.8
0.0
-40.8
-35.3
-20.6
-19.7
-10.2
0.0
0.0
0.0
0.0
-42.5
0.0
-30.5
0.0
-35.4
0.0
-31.4
0.0
-39.4
0.0
-50.1
-44.4
0.0
-47.4
0.0
-46.5
-37.5
0.0
-39.6
-38.8
-28.0
0.0
-39.8
0.0
0.0
0.0
-46.0
0.0
-39.2
0.0
0.0
-45.8
-51.3
0.0
0.0
-42.9
0.0
-53.6
-44.6
-46.6
0.0
0.0
0.0
0.0
-42.2
0.0
0.0
-63.9
0.0
-60.1
-39.8
-53.9
0.0
0.0
0.0
-53.1
-48.7
0.0
0.0
0.0
0.0
0.0
-57.8
-37.8
-45.1
0.0
-50.6
-52.3
-16.3
-54.0
-55.0
-56.1
0.0
0.0
-37.7
-26.0
-20.9
0.0
0.0
0.0
0.0
0.0
0.0
-30.4
-59.3
-48.4
0.0
-44.1
-29.6
0.0
-21.0
0.0
-31.4
-32.5
-24.7
-26.0
-20.8
0.0
-25.1
0.0
-24.6
-20.4
0.0
0.0
0.0
-34.4
-13.1
-23.0
-33.3
-30.1
-21.9
-17.2
-16.4
-16.1
0.0
-66.7
-27.4
-58.0
-53.8
-39.9
-37.2
-61.1
0.0
0.0
0.0
-62.0
-57.6
-43.9
-36.4
-27.0
-27.0
-59.3
-37.6
-25.8
-27.2
-57.9
-36.3
-25.9
-27.3
-63.0
-45.7
-60.5
-67.0
-59.4
-63.5
-45.5
-36.6
-25.6
-28.5
-56.7
-44.2
-35.8
-28.3
-27.2
-37.3
