DATETIME,INBOUND_LATITUDE,OUTBOUND_LATITUDE
1980-12-06 21:20:15,44.7,-35.2
1980-12-07 21:23:04,58.7,-50.3
1980-12-08 21:25:53,45.0,-41.5
1980-12-10 21:31:33,44.2,-3.7
1980-12-11 21:34:24,53.1,-27.6
1980-12-12 21:37:14,60.8,-46.1
1980-12-13 21:40:05,33.4,-39.2
1980-12-14 21:42:56,59.6,-34.3
1980-12-15 21:45:48,0.0,-46.0
1980-12-16 21:48:39,43.2,-36.0
1980-12-17 21:51:31,59.0,-37.9
1980-12-18 21:54:23,64.0,-35.4
1980-12-19 21:57:14,69.2,-37.6
1980-12-20 22:00:06,63.4,-37.9
1980-12-21 22:02:58,14.4,-28.5
1980-12-22 22:05:50,67.9,-33.5
1980-12-23 22:08:41,51.5,-43.0
1980-12-24 22:11:33,45.3,-46.8
1980-12-25 22:14:24,60.7,0.0
1980-12-26 22:17:16,43.5,-42.7
1980-12-27 22:20:07,59.7,-47.1
1980-12-28 22:22:58,63.6,0.0
1980-12-29 22:25:48,46.7,-31.1
1980-12-30 22:28:38,56.7,-20.6
1980-12-31 22:31:28,57.3,-37.9
1981-01-01 22:34:18,57.6,-37.3
1981-01-02 22:37:07,48.7,-40.3
1981-01-03 22:39:56,58.3,-31.4
1981-01-04 22:42:44,0.0,-48.2
1981-01-05 22:45:32,47.5,-27.9
1981-01-06 22:48:20,35.3,-38.3
1981-01-07 22:51:07,56.8,-36.9
1981-01-08 22:53:54,24.4,-19.4
1981-01-10 22:59:25,60.6,-23.3
1981-01-11 23:02:10,68.8,-35.8
1981-01-12 23:04:54,54.7,-24.3
1981-01-13 23:07:38,70.5,0.0
1981-01-14 23:10:21,68.5,-35.8
1981-01-15 23:13:04,61.3,0.0
1981-01-16 23:15:46,51.5,-13.0
1981-01-17 23:18:27,50.7,-36.0
1981-01-18 23:21:08,69.7,-47.6
1981-01-19 23:23:48,63.7,-30.1
1981-01-20 23:26:28,52.6,-5.7
1981-01-21 23:29:07,34.5,-23.5
1981-01-22 23:31:45,41.9,-13.0
1981-01-23 23:34:23,53.2,-29.7
1981-01-24 23:37:01,30.1,-21.9
1981-01-26 23:42:14,40.0,14.1
1981-01-27 23:44:50,60.0,-25.1
1981-01-28 23:47:25,70.7,11.6
1981-01-29 23:50:00,52.2,24.6
1981-01-30 23:52:34,62.6,-17.5
1981-01-31 23:55:08,28.9,-13.9
1981-02-01 23:57:41,44.7,-29.3
1981-02-03 00:00:15,62.9,-20.7
1981-02-04 00:02:47,54.4,-34.1
1981-02-05 00:05:19,43.6,-8.0
1981-02-06 00:07:08,50.9,-17.0
1981-02-07 00:08:21,54.8,-9.2
1981-02-08 00:09:28,37.3,-17.3
1981-02-09 00:10:38,0.0,-13.4
1981-02-10 00:11:47,36.7,-8.6
1981-02-11 00:12:56,61.0,-22.2
1981-02-12 00:14:05,20.4,6.6
1981-02-13 00:15:14,62.1,-15.4
1981-02-14 00:16:23,52.5,-21.9
1981-02-15 00:17:31,59.2,-33.7
1981-02-16 00:18:40,41.6,-9.5
1981-02-17 00:19:49,55.8,-18.6
1981-02-18 00:20:58,53.6,-11.3
1981-02-19 00:22:06,52.1,0.0
1981-02-20 00:23:15,0.0,-6.2
1981-02-21 00:24:24,42.5,-22.5
1981-02-22 00:25:34,69.2,-33.8
1981-02-23 00:26:43,43.4,-12.3
1981-02-24 00:27:53,34.8,-5.6
1981-02-25 00:29:03,47.2,-13.7
1981-02-26 00:30:13,47.6,-16.1
1981-02-27 00:31:24,41.1,-9.5
1981-02-28 00:32:35,38.1,-2.8
1981-03-01 00:33:47,0.0,7.4
1981-03-02 00:34:58,34.9,2.8
1981-03-03 00:36:11,52.6,-21.1
1981-03-04 00:37:23,54.5,-14.1
1981-03-05 00:38:37,41.7,-4.9
1981-03-07 00:41:05,30.3,5.4
1981-03-08 00:42:20,49.0,-12.3
1981-03-11 00:46:07,29.0,-1.7
1981-03-12 00:47:24,43.7,8.2
1981-03-14 00:50:00,32.8,0.0
1981-03-16 00:52:36,61.7,-25.7
1981-05-08 02:08:24,9.1,0.7
1981-05-09 02:08:22,27.9,2.3
1981-05-17 02:07:40,13.4,3.9
1981-05-18 02:07:32,28.0,10.7
1981-05-25 02:06:20,37.3,-13.6
1981-05-26 02:06:08,23.8,-0.4
1981-05-30 02:05:17,30.6,-15.9
1981-05-31 02:05:03,41.9,-29.1
1981-06-02 02:04:35,49.1,-18.5
1981-06-03 02:04:20,40.2,-12.2
1981-06-04 02:04:06,45.0,-19.8
1981-06-05 02:03:51,33.4,-9.0
1981-06-07 02:03:21,43.8,-27.6
1981-06-08 02:03:06,34.3,-0.8
1981-06-09 02:02:51,51.1,-14.2
1981-06-10 02:02:36,58.1,-21.9
1981-06-11 02:02:21,48.3,-14.2
1981-06-12 02:02:06,35.3,-31.5
1981-06-13 02:01:51,22.1,-5.8
1981-06-14 02:01:37,38.2,-26.4
1981-06-15 02:01:22,26.2,-12.7
1981-06-16 02:01:08,38.5,-5.8
1981-06-17 02:00:54,44.3,11.7
1981-06-18 02:00:41,21.0,3.5
1981-06-20 02:00:15,10.8,4.3
1981-06-21 02:00:02,37.9,-23.7
1981-06-22 01:59:50,40.7,-24.4
1981-06-23 01:59:38,26.7,-11.2
1981-06-24 01:59:27,46.5,-15.9
1981-06-25 01:59:16,48.6,-19.5
1981-06-26 01:59:06,13.7,-27.6
1981-06-27 01:58:56,22.7,-18.6
1981-06-28 01:58:47,14.6,11.8
1981-06-29 01:58:39,33.5,-32.9
1981-06-30 01:58:30,24.0,-5.9
1981-07-01 01:58:22,33.4,-12.0
1981-07-02 01:58:15,42.3,-4.3
1981-07-03 01:58:09,53.3,-18.9
1981-07-04 01:58:03,46.2,-35.5
1981-07-05 01:57:58,43.5,-15.8
1981-07-07 01:57:49,50.5,10.4
1981-07-08 01:57:46,49.2,-23.2
1981-07-09 01:57:43,0.0,-36.0
1981-07-10 01:57:41,42.1,-15.9
1981-07-11 01:57:40,20.8,-33.5
1981-07-12 01:57:39,29.4,-22.8
1981-07-13 01:57:38,27.6,-26.8
1981-07-14 01:57:38,43.9,-32.8
1981-07-15 01:57:39,46.6,-37.0
1981-07-16 01:57:40,28.6,-44.9
1981-07-17 01:57:42,57.8,-51.0
1981-07-18 01:57:44,50.4,-46.9
1981-07-19 01:57:47,0.0,-35.3
1981-07-20 01:57:50,54.5,-34.1
1981-07-21 01:57:54,40.5,-33.0
1981-07-22 01:57:57,39.8,-55.5
1981-07-23 01:58:02,45.6,-45.1
1981-07-24 01:58:07,51.0,-23.0
1981-07-25 01:58:12,37.3,-32.9
1981-07-26 01:58:17,39.4,-34.7
1981-07-27 01:58:23,50.6,-38.2
1981-07-28 01:58:28,56.4,-48.2
1981-07-29 01:58:34,44.9,-38.9
1981-07-30 01:58:40,55.4,-21.7
1981-07-31 01:58:46,48.8,-31.2
1981-08-01 01:58:53,47.4,-44.1
1981-08-02 01:58:59,66.2,-42.0
1981-08-03 01:59:05,52.9,-42.0
1981-08-04 01:59:12,60.0,-32.4
1981-08-05 01:59:18,50.4,-35.2
1981-08-06 01:59:24,46.0,-42.7
1981-08-07 01:59:30,19.8,-38.6
1981-08-08 01:59:36,47.9,-27.6
1981-08-09 01:59:42,39.6,-39.0
1981-08-10 01:59:47,0.0,-27.9
1981-08-11 01:59:52,0.0,-41.7
1981-08-12 01:59:57,55.2,-40.6
1981-08-13 02:00:02,0.0,-32.7
1981-08-14 02:00:06,28.3,-20.5
1981-08-15 02:00:10,52.0,-29.2
1981-08-16 02:00:13,49.9,-7.4
1981-08-17 02:00:17,48.7,-29.9
1981-08-18 02:00:19,55.7,-33.9
1981-08-20 02:00:23,38.1,-34.4
1981-08-21 02:00:24,36.8,-32.5
1981-08-22 02:00:25,27.6,-18.1
1981-08-23 02:00:25,27.6,-18.2
1981-08-24 02:00:25,20.6,-33.4
1981-08-25 02:00:24,58.1,0.0
1981-08-28 02:00:19,66.0,-36.7
1981-08-29 02:00:13,49.0,-35.1
1981-08-30 02:00:08,38.4,0.0
1981-08-31 02:00:03,48.1,0.0
1981-09-01 01:59:57,60.5,-8.5
1981-09-02 01:59:51,44.1,3.5
1981-09-03 01:59:44,66.7,-29.4
1981-09-04 01:59:36,38.9,-22.2
1981-09-05 01:59:28,35.1,-29.9
1981-09-06 01:59:19,46.7,-34.7
1981-09-07 01:59:10,33.9,-31.3
1981-09-08 01:59:00,51.8,0.0
1981-09-09 01:58:50,47.4,-13.8
1981-09-11 01:58:28,64.8,-22.8
1981-09-12 01:58:16,54.9,-23.5
1981-09-13 01:58:04,44.7,-34.6
1981-09-14 01:57:52,55.0,-27.2
1981-09-15 01:57:39,21.9,-8.3
1981-09-16 01:57:25,35.6,-13.1
1981-09-17 01:57:11,45.6,-15.8
1981-09-18 01:56:57,58.7,-16.3
1981-09-19 01:56:43,41.5,0.0
1981-09-20 01:56:28,60.9,0.0
1981-09-22 01:55:58,47.8,-36.3
1981-09-23 01:55:43,0.0,-6.3
1981-09-24 01:55:28,47.8,11.6
1981-09-25 01:55:12,30.1,4.8
1981-09-26 01:54:57,55.5,-23.5
1981-09-27 01:54:41,27.6,-5.2
1981-09-28 01:54:26,26.9,-0.8
1981-09-30 01:53:55,47.4,-13.9
1981-10-01 01:53:40,26.3,0.0
1981-10-02 01:53:25,18.3,9.3
1981-10-04 01:52:55,13.0,13.0
1981-10-07 01:52:11,37.1,-11.2
1981-10-10 01:51:31,35.9,-3.9
1981-10-17 01:50:08,33.9,-9.9
1981-10-18 01:49:59,55.8,-1.8
1981-10-21 01:49:32,25.0,-2.5
1981-11-05 01:48:38,18.7,11.8
1981-12-15 01:51:27,23.2,4.9
1982-01-03 01:49:36,30.5,5.2
1982-01-18 01:46:08,20.3,-17.8
1982-01-27 01:43:52,-7.9,-10.3
1982-01-28 01:43:38,17.0,-26.7
1982-01-30 01:43:11,30.1,-18.8
1982-02-02 01:42:33,30.0,-46.4
1982-02-04 01:42:10,31.6,-6.6
1982-02-05 01:41:59,3.9,-7.5
1982-02-06 01:41:49,32.6,-39.3
1982-02-07 01:41:39,34.6,-18.1
1982-02-09 01:41:21,42.5,-0.7
1982-02-10 01:41:13,30.1,2.5
1982-02-12 01:40:58,47.5,-32.5
1982-02-13 01:40:52,37.5,-7.4
1982-02-14 01:40:46,46.5,-20.0
1982-02-15 01:40:41,38.8,0.0
1982-02-16 01:40:36,33.6,-33.2
1982-02-19 01:40:26,33.3,-8.9
1982-02-21 01:40:23,34.5,-17.5
1982-02-22 01:40:22,7.7,-4.2
1982-02-24 01:40:21,31.3,-27.6
1982-02-25 01:40:22,34.5,-33.8
1982-02-27 01:40:25,30.5,-45.2
1982-02-28 01:40:27,38.0,-26.3
1982-03-01 01:40:30,54.2,-52.4
1982-03-02 01:40:33,50.1,-40.7
1982-03-03 01:40:36,58.5,-41.1
1982-03-04 01:40:39,48.5,-23.1
1982-03-05 01:40:43,38.7,-33.8
1982-03-06 01:40:47,48.7,-41.4
1982-03-07 01:40:52,47.1,-34.9
1982-03-08 01:40:56,47.7,-35.3
1982-03-09 01:41:01,32.2,-35.0
1982-03-10 01:41:06,53.8,-42.7
1982-03-11 01:41:11,42.5,-43.9
1982-03-12 01:41:17,50.9,-37.0
1982-03-13 01:41:22,39.5,-31.6
1982-03-14 01:41:27,49.6,-34.0
1982-03-16 01:41:39,52.1,-28.2
1982-03-17 01:41:44,43.3,-37.1
1982-03-18 01:41:50,28.3,-48.0
1982-03-19 01:41:55,26.0,-30.7
1982-03-20 01:42:00,37.5,-26.0
1982-03-21 01:42:05,14.1,-45.4
1982-03-22 01:42:10,55.7,-30.7
1982-03-23 01:42:15,47.4,0.0
1982-03-25 01:42:23,27.6,-30.2
1982-03-26 01:42:27,42.8,-45.0
1982-03-27 01:42:30,40.1,-28.0
1982-03-28 01:42:33,56.4,-19.3
1982-03-29 01:42:36,49.0,-37.2
1982-03-30 01:42:38,51.8,-44.4
1982-04-02 01:42:42,21.5,-30.1
1982-04-03 01:42:42,63.9,-24.1
1982-04-04 01:42:42,58.4,-20.5
1982-04-05 01:42:41,45.4,-17.3
1982-04-06 01:42:40,40.0,-16.5
1982-04-07 01:42:38,57.8,-15.9
1982-04-08 01:42:36,56.0,-31.3
1982-04-09 01:42:33,31.8,-0.8
1982-04-10 01:42:29,38.6,0.3
1982-04-11 01:42:25,51.4,-20.6
1982-04-12 01:42:20,34.4,-9.5
1982-04-13 01:42:15,56.8,-6.3
1982-04-14 01:42:09,41.7,20.8
1982-04-15 01:42:02,45.1,17.1
1982-04-16 01:41:55,2.0,-13.3
1982-04-17 01:41:48,30.4,-29.2
1982-04-18 01:41:39,36.7,3.3
1982-04-22 01:41:01,21.6,12.8
1982-04-24 01:40:38,21.5,-8.1
1982-04-25 01:40:26,18.6,-18.7
1982-05-01 01:39:07,31.9,21.1
1982-05-04 01:38:22,47.8,26.1
1982-05-05 01:38:07,8.9,1.0
1982-05-06 01:37:52,33.4,17.4
1982-05-10 01:36:49,41.8,16.5
1982-05-11 01:36:33,36.7,-15.5
1982-05-16 01:35:16,32.6,5.3
1982-05-22 01:33:48,13.2,9.5
1982-09-03 01:26:50,8.2,-7.8
1982-09-05 01:26:19,20.2,-11.5
1982-09-09 01:25:18,39.7,3.9
1982-09-12 01:24:35,16.6,2.6
1982-09-18 01:23:18,27.4,-16.8
1982-09-25 01:22:14,7.1,-4.8
1982-09-28 01:21:55,40.0,0.0
1982-09-29 01:21:50,12.5,0.0
1982-10-04 01:21:33,51.2,-28.4
1982-10-05 01:21:32,27.6,0.0
1982-10-08 01:21:30,48.7,-20.2
1982-10-09 01:21:31,-2.6,-29.6
1982-10-10 01:21:32,37.9,0.0
1982-10-11 01:21:34,19.6,-29.1
1982-10-13 01:21:38,38.9,0.0
1982-10-14 01:21:41,0.0,-31.2
1982-10-15 01:21:44,30.6,-45.7
1982-10-18 01:21:56,56.1,0.0
1982-10-19 01:22:00,30.7,-42.2
1982-11-22 01:23:17,34.4,-10.8
1982-11-29 01:22:28,6.5,-8.6
1982-11-30 01:22:19,30.4,-11.1
1982-12-03 01:21:48,31.5,-14.5
1982-12-04 01:21:37,41.7,-6.3
1982-12-07 01:21:00,45.9,29.9
1982-12-08 01:20:47,32.8,0.0
1982-12-11 01:20:05,27.4,-2.7
1982-12-12 01:19:50,26.0,-20.9
1982-12-18 01:18:21,37.1,-12.5
1982-12-20 01:17:49,45.5,22.2
1982-12-26 01:16:15,21.1,15.6
1983-04-23 01:03:38,16.6,8.9
1983-04-24 01:03:23,-16.5,-21.1
1983-04-25 01:03:08,2.7,-8.3
1983-04-29 01:02:12,-12.0,-26.1
1983-04-30 01:01:59,17.5,-33.8
1983-05-01 01:01:47,8.8,-25.4
1983-05-04 01:01:13,17.7,-16.6
1983-05-07 01:00:44,22.4,-28.9
1983-05-09 01:00:28,36.1,-29.9
1983-05-10 01:00:21,0.0,-11.7
1983-05-11 01:00:15,5.3,-13.7
1983-05-15 00:59:55,17.6,6.1
1983-05-17 00:59:49,0.0,-15.9
1983-05-18 00:59:46,43.0,-26.4
1983-05-19 00:59:44,25.9,-15.9
1983-05-21 00:59:43,24.1,-15.8
1983-05-22 00:59:43,35.1,-23.6
1983-05-23 00:59:43,28.9,3.5
1983-05-25 00:59:45,29.0,-25.1
1983-05-26 00:59:47,30.0,-25.6
1983-05-27 00:59:49,9.8,0.0
1983-05-28 00:59:51,25.0,-17.6
1983-05-29 00:59:54,35.1,-22.3
1983-05-30 00:59:57,33.5,-36.5
1983-05-31 01:00:00,36.1,-39.7
1983-06-01 01:00:03,38.1,0.0
1983-06-02 01:00:07,27.2,-37.3
1983-06-03 01:00:10,36.5,0.0
1983-06-05 01:00:18,45.7,-37.8
1983-06-06 01:00:22,47.5,-4.0
1983-06-07 01:00:27,42.3,-11.5
1983-06-08 01:00:31,33.8,-16.5
1983-06-09 01:00:35,34.7,-34.9
1983-06-10 01:00:39,47.1,-36.7
1983-06-11 01:00:43,44.0,-33.9
1983-06-12 01:00:47,13.2,0.0
1983-06-13 01:00:51,35.3,-18.0
1983-06-14 01:00:54,22.6,-16.5
1983-06-15 01:00:58,27.8,-26.4
1983-06-16 01:01:01,37.1,11.7
1983-06-17 01:01:04,42.3,-23.6
1983-06-19 01:01:08,28.5,-17.2
1983-06-20 01:01:10,48.5,0.0
1983-06-21 01:01:11,45.5,-31.8
1983-06-23 01:01:13,31.3,-14.1
1983-06-24 01:01:13,30.7,-23.3
1983-06-25 01:01:12,37.9,-23.2
1983-06-26 01:01:12,37.1,-13.6
1983-06-27 01:01:10,48.9,-20.5
1983-06-28 01:01:08,26.6,-29.1
1983-06-29 01:01:06,33.1,0.0
1983-06-30 01:01:03,36.4,-27.3
1983-07-01 01:00:58,26.6,-15.1
1983-07-02 01:00:54,23.0,-32.4
1983-07-04 01:00:44,42.5,-5.5
1983-07-05 01:00:38,0.0,-2.0
1983-07-06 01:00:31,46.6,0.9
1983-07-07 01:00:24,0.0,-14.3
1983-07-11 00:59:49,23.9,-14.7
1983-07-13 00:59:29,44.7,30.2
1983-07-14 00:59:17,18.5,13.1
1983-07-15 00:59:06,48.4,-6.5
1983-07-16 00:58:54,45.7,-12.8
1983-12-30 00:31:21,37.7,0.0
1983-12-31 00:31:18,18.0,-11.7
1984-01-03 00:31:11,41.1,-2.4
1984-01-04 00:31:10,28.9,-15.6
1984-01-08 00:31:09,37.3,0.0
1984-01-10 00:31:11,16.8,0.0
1984-01-11 00:31:13,21.4,-25.0
1984-01-12 00:31:14,26.8,-33.6
1984-01-13 00:31:16,27.8,-31.1
1984-01-14 00:31:18,44.3,-25.1
1984-01-15 00:31:20,44.9,0.0
1984-01-16 00:31:22,40.9,-19.9
1984-01-17 00:31:24,0.0,-30.2
1984-01-18 00:31:26,33.1,0.0
1984-01-19 00:31:28,42.6,-10.3
1984-01-20 00:31:31,32.6,0.8
1984-01-21 00:31:33,48.6,-16.9
1984-01-22 00:31:35,29.7,-21.9
1984-01-23 00:31:37,40.8,-21.9
1984-01-24 00:31:38,36.3,-6.9
1984-01-25 00:31:40,32.4,-27.4
1984-01-26 00:31:41,28.6,-15.6
1984-01-27 00:31:52,-6.5,-22.7
1984-01-28 00:31:53,-9.0,-27.8
1984-01-29 00:31:54,16.2,-33.1
1984-01-30 00:31:55,35.0,-27.9
1984-01-31 00:31:56,43.7,-28.3
1984-02-01 00:31:56,41.1,-11.9
1984-02-02 00:31:55,38.6,0.0
1984-02-03 00:31:55,12.2,-17.8
1984-02-04 00:31:53,35.3,-21.4
1984-02-05 00:31:52,27.2,-24.1
1984-02-06 00:31:49,36.2,-9.9
1984-02-07 00:31:47,40.1,-25.6
1984-02-08 00:31:43,42.3,-22.9
1984-02-09 00:31:39,41.9,-21.4
1984-02-10 00:31:35,29.2,2.1
1984-02-11 00:31:30,41.1,-18.2
1984-02-12 00:31:25,38.8,-16.5
1984-02-13 00:31:18,37.3,-13.9
1984-02-14 00:31:12,48.5,-2.9
1984-02-15 00:31:04,34.6,-10.6
1984-02-16 00:30:56,-5.8,-12.9
1984-02-17 00:30:46,30.2,-4.6
1984-02-18 00:30:36,27.3,-0.6
1984-02-19 00:30:26,22.3,3.9
1984-02-22 00:29:53,25.6,10.5
1984-02-27 00:28:46,10.2,-2.9
1984-06-01 00:06:46,8.2,8.2
1985-07-22 22:46:54,0.0,70.2
1986-01-31 23:22:13,0.0,-37.0
1986-06-01 23:23:15,15.5,0.9
1986-06-29 23:27:51,0.0,-33.8
1986-06-30 23:28:21,16.6,-8.0
1986-07-02 23:28:54,0.0,-38.8
1986-07-03 23:29:11,0.0,-33.3
1986-07-04 23:29:28,29.9,-39.7
1986-07-05 23:29:45,31.6,-31.3
1986-07-06 23:30:02,15.5,-18.4
1986-07-07 23:30:19,38.2,-31.0
1986-07-08 23:30:36,33.4,-31.3
1986-07-09 23:30:52,25.2,-27.5
1986-07-11 23:31:25,15.4,-23.0
1986-07-14 23:32:11,27.6,-23.1
1986-07-15 23:32:26,22.9,-27.8
1986-07-16 23:32:41,34.2,-27.4
1986-07-17 23:32:57,3.6,-28.0
1986-07-18 23:33:13,19.9,-8.5
1986-07-20 23:33:45,27.0,-3.6
1986-07-23 23:34:30,34.0,-16.9
1986-07-24 23:34:43,35.8,-0.9
1986-07-25 23:34:54,41.4,-8.2
1986-07-26 23:35:05,32.6,-6.9
1986-07-27 23:35:16,31.0,0.0
1986-07-28 23:35:26,33.9,-5.6
1986-07-29 23:35:36,32.3,-5.6
1986-08-01 23:36:00,24.6,-2.4
1987-01-27 23:57:17,24.0,-37.2
1987-01-28 23:57:34,8.7,-30.5
1987-02-04 23:59:45,32.8,-18.2
1987-02-07 00:00:26,7.4,-25.0
1987-02-08 00:00:47,21.4,-38.8
1987-02-09 00:01:08,25.6,-33.0
1987-02-13 00:02:33,28.9,-28.3
1987-02-15 00:03:16,36.2,-17.2
1987-02-17 00:03:59,37.9,-9.4
1987-02-18 00:04:20,24.5,-40.9
1987-02-19 00:04:41,22.2,0.0
1987-02-20 00:05:02,0.0,-35.6
1987-02-22 00:05:44,41.6,-21.6
1987-02-23 00:06:04,42.6,-22.9
1987-02-24 00:06:24,42.4,-32.9
1987-02-26 00:07:03,33.3,-22.8
1987-02-28 00:07:41,36.3,-27.1
1987-03-01 00:07:59,27.2,0.0
1987-03-02 00:08:17,39.7,-21.2
1987-03-04 00:08:51,22.3,-23.5
1987-03-05 00:09:07,40.2,-25.8
1987-03-06 00:09:23,14.9,-27.6
1987-03-07 00:09:38,32.3,-9.4
1987-03-08 00:09:53,31.7,-23.7
1987-03-09 00:10:07,0.0,-23.2
1987-03-10 00:10:21,34.2,-22.7
1987-03-11 00:10:34,29.3,1.7
1987-03-12 00:10:46,41.0,-20.7
1987-03-13 00:10:58,33.9,-16.2
1987-07-30 00:55:19,-41.9,0.0
1987-09-11 01:06:14,32.4,-38.7
1987-09-12 01:06:43,33.3,-37.7
1987-09-13 01:07:11,0.0,-37.9
1987-09-14 01:07:40,23.9,-35.8
1987-09-16 01:08:38,0.0,-22.8
1987-09-18 01:09:38,39.0,-5.9
1987-09-19 01:10:08,38.9,-39.6
1987-09-20 01:10:39,46.3,-23.0
1987-09-21 01:11:10,28.2,-35.7
1987-09-22 01:11:41,21.8,-31.8
1987-09-23 01:12:12,40.0,-38.3
1987-09-24 01:12:43,25.3,-35.8
1987-09-26 01:13:46,15.5,-31.4
1987-09-27 01:14:18,42.9,-17.2
1987-09-28 01:14:49,40.4,2.5
1987-09-29 01:15:33,26.3,-32.5
1987-09-30 01:16:06,42.1,-20.8
1987-10-01 01:16:38,27.0,-39.7
1987-10-02 01:17:11,14.2,-22.1
1987-10-03 01:17:43,48.6,-11.5
1987-10-04 01:18:16,41.7,-23.9
1987-10-06 01:19:22,38.7,-39.5
1987-10-07 01:19:54,42.0,-20.8
1987-10-09 01:20:57,3.3,-29.3
1987-10-10 01:21:27,32.8,-30.8
1987-10-11 01:21:57,15.4,-27.3
1987-10-12 01:22:27,26.9,-24.6
1987-10-14 01:23:26,12.0,-28.4
1987-10-15 01:23:55,34.3,-30.3
1987-10-16 01:24:23,-0.3,-0.3
1987-10-18 01:25:17,30.9,-35.6
1987-10-19 01:25:44,32.4,-30.1
1987-10-20 01:26:05,24.1,-28.1
1987-10-21 01:26:29,0.0,-20.4
1987-10-22 01:26:53,0.0,-16.5
1987-10-23 01:27:17,17.4,-9.8
1987-10-24 01:27:40,0.0,-31.6
1987-10-25 01:28:02,25.6,-15.3
1988-04-09 02:12:20,37.0,-21.6
1988-04-10 02:12:35,26.5,-32.6
1988-04-11 02:12:51,0.0,-23.3
1988-04-12 02:13:08,6.7,-22.4
1988-04-13 02:13:25,19.4,-21.0
1988-04-15 02:14:01,29.4,-16.9
1988-04-16 02:14:20,33.9,-10.0
1988-04-17 02:14:40,33.1,-21.8
1988-04-18 02:15:00,17.1,-16.6
1988-04-19 02:15:21,22.0,-4.1
1988-04-21 02:16:04,17.5,-12.5
1988-04-22 02:16:26,21.7,-25.1
1988-04-23 02:16:49,21.5,-9.2
1988-04-24 02:17:12,6.2,-34.5
1988-04-25 02:17:36,32.1,-12.6
1988-04-27 02:18:25,23.8,-17.4
1988-04-28 02:18:50,24.4,-35.2
1988-04-29 02:19:15,29.9,-36.1
1988-05-01 02:20:06,15.7,-36.7
1988-05-02 02:20:32,37.4,-28.3
1988-05-03 02:20:59,22.3,-39.1
1988-05-04 02:21:25,15.1,-35.4
1988-05-05 02:21:52,42.0,-31.1
1988-05-06 02:22:19,36.7,-28.4
1988-05-07 02:22:46,22.9,-37.5
1988-05-09 02:23:39,42.0,29.7
1988-05-10 02:24:06,38.2,-33.2
1988-05-11 02:24:33,29.5,-39.1
1988-05-12 02:25:00,42.6,-37.3
1988-05-13 02:25:26,35.7,-47.3
1988-05-14 02:25:53,36.2,-33.7
1988-05-15 02:26:19,30.1,-37.4
1988-05-16 02:26:45,29.8,-14.8
1988-05-17 02:27:08,16.5,-35.0
1988-05-18 02:27:33,20.6,-38.7
1988-05-21 02:28:45,38.7,-17.3
1988-05-23 02:29:32,40.7,-27.0
1988-05-24 02:29:54,28.2,-14.8
1988-05-25 02:30:16,38.6,-36.8
1988-05-26 02:30:38,46.3,-46.8
1988-05-27 02:30:59,27.1,-26.2
1988-05-28 02:31:19,23.4,-32.5
1988-05-29 02:31:39,27.3,-22.6
1988-05-30 02:31:59,42.3,-26.2
1988-05-31 02:32:18,53.8,-49.0
1988-06-01 02:32:36,39.7,-13.7
1988-06-02 02:32:54,33.4,-14.2
1988-06-03 02:33:11,26.7,-33.8
1988-06-04 02:33:28,27.6,-13.9
1988-06-05 02:33:44,22.2,-20.3
1988-06-06 02:34:00,20.1,-2.1
1988-06-07 02:34:14,41.7,-24.4
1988-06-09 02:34:42,33.6,-8.8
1988-06-10 02:34:55,37.2,-27.2
1988-06-11 02:35:08,38.5,-35.3
1988-06-14 02:35:42,33.8,-10.4
1988-06-16 02:36:02,31.4,-29.6
1988-06-19 02:36:29,23.6,-7.3
1988-06-22 02:36:45,17.4,0.0
1988-09-16 02:54:47,-2.4,-2.4
1988-10-04 02:58:34,-2.5,-2.5
1988-10-05 02:58:40,-2.5,-2.5
1988-10-06 02:58:47,-2.5,-2.5
1988-10-07 02:58:53,-2.5,-2.5
1988-10-08 02:58:58,-2.5,-2.5
1988-10-09 02:59:03,-2.5,-2.5
1988-11-18 03:00:19,14.2,0.0
1988-11-22 03:00:51,8.7,-40.6
1988-11-25 03:01:22,14.3,-20.4
1988-11-26 03:01:33,2.1,-19.4
1988-11-27 03:01:45,25.9,-31.2
1988-11-28 03:01:58,0.0,-39.4
1988-11-30 03:02:25,0.0,-45.6
1988-12-01 03:02:40,0.0,-27.0
1988-12-03 03:03:10,25.7,-25.2
1988-12-05 03:03:43,18.4,-47.2
1988-12-06 03:03:59,29.6,-54.8
1988-12-07 03:04:17,31.1,-50.9
1988-12-08 03:04:34,31.5,-16.0
1988-12-09 03:04:52,47.1,-30.9
1988-12-12 03:05:48,-2.7,-2.7
1988-12-13 03:06:07,0.0,-33.3
1988-12-14 03:06:26,36.1,-31.2
1988-12-15 03:06:45,24.2,-32.6
1988-12-16 03:07:05,35.6,-25.4
1988-12-17 03:07:24,32.6,-33.4
1988-12-18 03:07:44,39.1,-25.1
1988-12-24 03:09:42,54.7,-33.8
1988-12-26 03:10:20,47.7,-46.9
1988-12-27 03:10:39,37.7,-38.0
1988-12-29 03:11:16,61.5,-15.6
1988-12-30 03:11:33,53.7,-29.6
1988-12-31 03:11:51,46.0,-23.2
1989-01-01 03:12:08,40.4,-36.7
1989-01-03 03:12:31,32.1,-38.4
1989-01-04 03:12:46,31.2,-23.0
1989-01-05 03:13:01,33.3,-38.0
